al,co,cr,cu,fe,ni
46,16,9,8,16,5
37,17,30,0,5,11
46,19,9,5,11,10
40,11,17,8,17,7
46,12,13,10,8,11
39,16,20,7,6,12
40,11,17,10,15,7
39,13,27,10,6,5
45,13,14,8,7,13
42,13,12,8,15,10
40,10,21,5,14,10
41,9,18,9,16,7
42,14,12,12,15,5
39,10,23,9,12,7
46,7,24,5,6,12
39,20,18,11,7,5
40,11,20,5,13,11
36,16,25,8,8,7
45,10,17,6,8,14
41,14,12,10,17,6
37,21,20,9,7,6
42,11,24,11,5,7
35,18,28,5,5,9
46,14,10,7,12,11
34,20,28,6,7,5
43,14,11,7,18,7
45,6,20,6,15,8
46,10,14,6,11,13
41,10,18,8,12,11
46,10,15,10,8,11
46,14,10,11,11,8
41,18,11,10,15,5
38,12,23,5,16,6
43,7,23,5,10,12
46,16,12,11,6,9
46,13,11,11,10,9
42,19,13,10,7,9
40,11,18,8,13,10
47,10,13,7,11,12
39,10,30,7,9,5
38,14,20,6,13,9
45,11,11,9,16,8
45,7,20,10,9,9
42,17,16,0,19,6
42,9,19,10,10,10
38,13,22,6,11,10
40,19,20,0,7,14
41,18,11,8,17,5
44,12,11,8,15,10
37,14,28,8,6,7
46,20,11,10,5,8
40,10,26,5,7,12
40,12,18,6,19,5
38,17,27,0,5,13
35,25,25,0,6,9
42,14,11,9,15,9
41,7,27,6,12,7
41,29,14,0,10,6
37,18,19,5,16,5
43,20,11,6,9,11
47,6,26,6,10,5
35,20,24,6,7,8
41,11,19,12,11,6
47,6,21,6,9,11
46,13,10,7,16,8
43,11,15,5,19,7
47,13,17,13,5,5
41,10,17,9,13,10
36,19,22,5,9,9
46,10,19,11,5,9
46,11,12,12,12,7
39,17,14,9,16,5
38,13,20,8,16,5
42,21,10,7,13,7
34,24,29,0,6,7
37,17,22,8,7,9
44,13,13,7,10,13
39,10,30,5,7,9
37,17,22,7,7,10
42,21,13,11,7,6
45,16,11,10,8,10
36,14,31,5,8,6
37,14,27,9,8,5
43,6,25,7,10,9
42,18,15,8,5,12
38,12,22,6,15,7
42,16,13,9,9,11
42,9,25,0,14,10
44,10,14,8,12,12
42,16,11,8,13,10
47,9,14,6,12,12
40,26,15,0,14,5
46,7,16,8,13,10
36,18,22,8,10,6
40,21,12,8,13,6
40,12,16,8,18,6
42,21,13,5,7,12
38,14,31,7,5,5
41,10,27,0,16,6
39,10,24,6,16,5
42,11,22,12,7,6
39,11,25,10,9,6
35,18,24,6,12,5
43,11,13,12,15,6
44,12,12,6,15,11
41,8,26,9,9,7
41,12,16,5,16,10
43,7,28,7,7,8
44,16,10,9,11,10
45,17,10,9,9,10
46,8,14,9,14,9
42,8,29,5,6,10
44,7,19,10,11,9
42,7,27,8,10,6
38,10,28,6,11,7
45,10,12,10,16,7
45,12,11,10,12,10
47,7,26,6,5,9
45,10,20,11,5,9
40,15,13,10,16,6
41,19,18,0,8,14
43,6,25,5,11,10
35,26,25,0,5,9
38,13,20,7,15,7
37,14,22,8,13,6
39,13,17,8,15,8
39,11,20,9,15,6
36,15,24,7,13,5
47,6,19,5,14,9
40,8,29,5,10,8
42,15,12,8,12,11
41,18,11,8,14,8
44,8,20,8,8,12
47,14,10,7,11,11
43,13,14,9,9,12
42,12,15,5,19,7
37,15,21,6,16,5
43,15,21,0,5,16
35,25,24,0,11,5
44,9,20,11,7,9
45,8,16,7,12,12
47,6,20,8,13,6
39,12,32,5,5,7
42,7,21,7,14,9
36,14,29,7,9,5
39,12,25,9,6,9
44,7,25,5,7,12
45,6,24,7,8,10
40,10,25,10,8,7
44,7,20,8,16,5
43,11,14,8,12,12
41,21,14,9,6,9
40,24,18,0,5,13
35,19,25,5,7,9
43,17,14,7,6,13
41,8,23,8,10,10
40,12,32,0,6,10
47,6,20,7,14,6
44,15,10,11,12,8
42,22,12,8,7,9
44,10,13,8,14,11
44,8,17,5,16,10
42,12,14,6,15,11
43,7,24,5,9,12
43,15,11,6,18,7
42,22,10,7,14,5
45,6,23,9,10,7
42,15,16,12,7,8
46,7,16,8,15,8
44,22,9,8,11,6
41,14,15,7,11,12
40,9,28,6,7,10
45,7,18,5,16,9
39,15,17,6,13,10
47,10,14,6,10,13
46,16,9,6,14,9
46,7,18,10,10,9
43,8,28,6,5,10
45,17,10,10,9,9
34,21,28,5,5,7
37,18,27,0,6,12
41,17,11,10,15,6
35,18,26,5,7,9
39,10,25,7,9,10
37,14,22,7,13,7
43,19,12,8,7,11
41,16,15,10,8,10
44,8,31,5,7,5
38,13,20,7,16,6
43,16,13,13,10,5
43,21,11,10,8,7
43,18,14,0,18,7
42,18,12,9,9,10
46,15,14,6,5,14
46,10,13,12,13,6
42,21,13,7,6,11
39,13,19,10,11,8
41,15,19,0,13,12
45,6,27,6,11,5
36,23,23,0,10,8
38,13,24,10,9,6
41,15,19,0,19,6
39,15,16,7,14,9
37,18,34,0,6,5
44,11,22,12,5,6
45,6,19,8,13,9
44,15,11,11,10,9
36,22,20,7,9,6
40,20,12,7,16,5
41,10,24,11,8,6
43,21,12,11,7,6
39,15,16,8,13,9
37,20,18,5,14,6
38,13,23,10,10,6
40,10,21,5,17,7
45,7,17,10,14,7
44,8,20,10,8,10
45,13,12,6,19,5
44,22,9,7,11,7
46,11,14,9,8,12
39,17,19,9,6,10
40,13,20,12,10,5
40,12,17,11,13,7
38,12,26,5,8,11
40,13,33,0,5,9
40,12,18,6,13,11
37,13,28,5,7,10
39,17,14,9,15,6
35,17,25,6,12,5
43,16,10,11,13,7
41,15,23,0,6,15
41,22,11,6,14,6
43,15,17,13,6,6
44,21,12,10,5,8
41,10,17,7,15,10
47,6,25,5,7,10
42,9,24,9,6,10
43,12,12,11,17,5
43,15,12,5,19,6
41,10,18,11,15,5
40,27,16,0,7,10
36,16,28,5,5,10
41,15,12,11,16,5
42,18,11,5,16,8
41,17,14,5,11,12
42,11,13,10,17,7
44,11,14,9,10,12
41,7,27,5,12,8
44,9,15,7,18,7
40,15,17,7,9,12
46,10,16,9,7,12
47,15,10,10,9,9
42,12,21,11,5,9
42,14,18,0,14,12
43,7,20,10,13,7
41,13,20,5,7,14
43,14,10,10,16,7
42,18,10,8,14,8
42,9,32,0,10,7
41,10,16,10,15,8
42,22,10,7,13,6
39,19,15,10,11,6
42,10,18,5,19,6
40,17,14,8,11,10
41,10,24,7,6,12
35,23,25,0,12,5
36,17,31,6,5,5
40,8,28,5,10,9
42,17,11,11,12,7
39,17,17,5,11,11
44,13,10,10,16,7
40,11,26,0,14,9
40,18,12,9,15,6
37,15,23,9,9,7
35,22,32,0,5,6
44,22,10,9,8,7
35,16,27,5,10,7
47,9,18,10,6,10
40,11,17,9,17,6
43,11,18,11,7,10
37,13,24,6,12,8
46,17,9,6,12,10
43,8,25,6,6,12
45,11,14,13,11,6
42,17,15,11,6,9
39,18,18,6,7,12
39,21,18,0,17,5
39,9,29,6,11,6
36,17,25,7,6,9
40,18,12,8,16,6
43,12,12,12,14,7
36,18,21,7,13,5
43,7,19,7,14,10
46,11,15,13,9,6
45,10,12,9,14,10
44,18,13,10,5,10
47,10,12,9,12,10
45,12,13,9,9,12
39,21,14,8,11,7
46,11,14,13,11,5
44,10,19,9,6,12
41,11,15,10,14,9
46,13,11,6,12,12
46,10,12,11,14,7
44,16,14,13,7,6
47,15,12,8,6,12
42,10,15,8,18,7
38,14,24,5,7,12
40,13,21,11,7,8
34,21,25,5,10,5
42,13,19,9,5,12
42,18,18,0,7,15
46,10,18,6,6,14
46,12,15,8,6,13
40,16,13,7,17,7
42,8,25,10,10,5
40,15,20,8,5,12
47,17,10,11,8,7
35,19,31,5,5,5
43,8,18,11,12,8
40,20,12,9,14,5
39,9,28,7,10,7
41,18,12,7,12,10
42,13,15,5,20,5
42,11,26,0,7,14
45,13,12,13,12,5
45,16,10,11,10,8
40,17,19,0,13,11
45,11,11,10,14,9
45,12,11,8,13,11
42,18,13,12,9,6
40,11,18,7,18,6
47,22,9,7,7,8
39,16,15,7,18,5
37,12,29,7,10,5
46,17,9,7,11,10
38,16,24,0,17,5
35,19,24,7,9,6
46,6,24,8,11,5
45,21,9,6,10,9
43,15,11,8,12,11
46,19,9,5,16,5
38,16,19,6,11,10
42,17,10,10,15,6
41,8,28,8,10,5
39,15,23,0,18,5
38,14,22,6,9,11
40,22,15,9,6,8
45,16,9,7,14,9
40,20,16,6,6,12
45,11,15,8,8,13
45,6,25,5,8,11
37,14,32,5,6,6
39,19,14,6,15,7
45,10,14,10,10,11
42,10,26,10,5,7
43,7,24,5,16,5
40,9,30,5,7,9
38,12,22,8,12,8
41,15,13,6,15,10
41,19,15,7,6,12
39,10,25,5,16,5
44,9,15,8,18,6
47,11,13,6,18,5
40,14,19,9,7,11
41,9,31,5,6,8
37,17,26,0,10,10
42,13,18,6,7,14
41,10,18,6,18,7
47,7,21,10,8,7
42,14,21,0,8,15
44,8,18,8,10,12
38,13,27,7,5,10
41,17,13,9,10,10
42,7,27,8,9,7
44,17,9,10,13,7
41,7,26,7,11,8
42,22,13,11,7,5
41,10,23,11,8,7
45,6,21,8,10,10
38,18,20,7,6,11
38,11,25,7,10,9
44,7,27,7,6,9
40,18,13,8,12,9
45,21,9,5,11,9
41,8,22,7,16,6
37,20,19,6,9,9
41,10,27,10,7,5
42,10,21,12,9,6
43,19,10,5,16,7
40,18,18,6,5,13
36,14,27,7,9,7
37,15,23,6,9,10
38,11,25,5,15,6
44,11,13,8,12,12
44,13,13,9,9,12
40,14,15,6,16,9
41,15,13,11,12,8
41,10,16,9,15,9
39,23,18,0,9,11
41,18,12,9,11,9
40,10,20,6,17,7
43,15,10,11,14,7
43,8,26,0,15,8
40,11,18,8,18,5
36,30,22,0,6,6
41,21,15,10,5,8
36,17,26,6,5,10
47,15,9,7,15,7
44,13,11,12,15,5
44,16,11,12,10,7
43,9,16,10,17,5
39,15,15,8,16,7
37,22,20,7,5,9
39,15,34,0,5,7
40,14,15,6,18,7
46,10,13,12,12,7
41,17,19,0,9,14
41,18,20,0,6,15
44,18,9,9,12,8
45,15,10,12,13,5
46,7,26,8,6,7
46,6,22,7,14,5
44,22,11,7,6,10
41,11,18,12,13,5
40,11,21,6,10,12
45,10,17,11,7,10
40,19,12,9,14,6
35,19,29,0,11,6
44,14,11,9,11,11
46,13,15,11,5,10
39,12,20,6,13,10
35,19,29,0,12,5
46,15,15,13,5,6
41,10,17,11,14,7
46,8,17,8,9,12
40,11,18,7,14,10
34,24,28,0,7,7
37,14,29,5,5,10
40,21,16,9,5,9
47,8,21,11,8,5
40,16,20,0,19,5
43,8,18,11,14,6
44,10,15,7,19,5
43,8,30,0,9,10
45,8,15,8,13,11
44,20,10,11,10,5
46,11,18,13,7,5
36,15,27,8,8,6
46,13,15,8,5,13
40,8,26,7,13,6
47,13,15,12,5,8
41,21,15,0,13,10
47,13,10,8,16,6
38,14,23,10,8,7
38,19,17,7,10,9
40,11,24,8,6,11
41,11,27,0,8,13
41,18,11,10,14,6
36,15,26,6,8,9
36,15,25,5,11,8
36,18,24,6,6,10
40,9,25,6,9,11
40,10,28,9,7,6
46,11,11,8,16,8
42,21,11,10,10,6
44,9,21,5,7,14
45,10,13,12,14,6
40,14,17,12,12,5
41,7,25,7,12,8
39,10,30,7,8,6
44,8,18,6,18,6
39,14,16,8,15,8
41,14,12,10,15,8
41,13,20,11,6,9
46,13,10,7,14,10
45,16,9,9,16,5
47,14,10,10,10,9
37,12,26,7,13,5
43,22,12,10,6,7
39,19,16,10,9,7
45,14,13,11,7,10
41,15,16,6,9,13
47,10,13,9,10,11
39,11,27,8,6,9
39,11,23,6,10,11
38,15,21,5,10,11
42,8,20,5,15,10
44,8,17,10,16,5
38,13,22,10,12,5
43,13,12,8,19,5
46,8,16,5,17,8
45,7,17,7,13,11
40,18,17,5,7,13
36,16,24,7,9,8
44,6,22,6,15,7
43,13,18,11,5,10
43,15,14,10,7,11
46,10,14,12,10,8
42,10,17,7,19,5
44,8,15,10,15,8
35,16,28,6,8,7
47,7,16,8,12,10
42,8,19,9,12,10
42,18,10,10,14,6
35,20,31,0,6,8
46,11,16,13,8,6
39,10,29,7,7,8
42,7,24,5,11,11
42,10,19,12,10,7
37,12,29,7,9,6
42,9,18,6,18,7
39,15,15,8,17,6
42,8,26,9,7,8
43,11,16,13,12,5
46,10,17,6,7,14
42,13,12,11,17,5
37,13,24,7,11,8
38,14,20,10,13,5
40,11,32,5,5,7
47,7,24,9,7,6
39,11,23,10,10,7
47,6,22,7,8,10
37,18,19,5,15,6
45,6,19,7,14,9
47,7,23,5,6,12
45,13,10,11,15,6
35,22,28,0,5,10
39,14,22,7,6,12
46,7,17,9,15,6
45,8,20,8,7,12
43,10,16,10,10,11
47,6,22,6,14,5
35,17,29,6,6,7
40,22,12,7,13,6
40,19,12,8,14,7
45,6,25,5,14,5
36,20,20,7,12,5
39,21,15,9,9,7
38,27,19,0,6,10
40,11,19,9,11,10
36,15,24,6,14,5
41,19,12,11,12,5
46,8,15,11,13,7
44,13,11,7,14,11
35,17,26,7,9,6
42,14,19,13,7,5
44,16,13,12,7,8
45,7,19,7,10,12
42,13,25,0,5,15
39,18,17,7,8,11
43,9,16,6,15,11
42,12,12,10,17,7
41,19,14,6,8,12
38,16,17,8,14,7
43,6,24,6,11,10
40,16,21,0,10,13
37,20,19,5,10,9
42,13,21,12,5,7
41,8,30,6,10,5
41,11,17,10,11,10
41,17,13,10,10,9
44,17,10,5,17,7
38,16,17,7,17,5
42,14,18,10,5,11
41,10,26,6,5,12
39,9,28,7,11,6
47,9,14,9,16,5
44,15,11,9,10,11
39,22,17,6,5,11
37,16,32,0,6,9
40,11,19,11,14,5
41,11,18,5,19,6
36,15,24,6,13,6
44,15,15,11,5,10
40,12,18,5,15,10
40,17,13,8,13,9
46,10,17,12,7,8
46,15,10,12,12,5
44,18,9,7,16,6
46,9,16,7,9,13
41,15,18,5,7,14
39,12,32,6,6,5
44,7,19,5,16,9
41,17,16,10,6,10
46,9,13,9,16,7
43,7,23,10,11,6
41,13,15,5,18,8
42,20,14,12,7,5
44,8,17,6,13,12
45,15,9,8,15,8
43,11,13,9,13,11
39,16,23,11,5,6
42,10,14,10,16,8
39,15,16,6,17,7
44,6,23,5,15,7
44,14,10,8,14,10
40,20,17,0,18,5
36,18,21,6,14,5
40,9,29,7,7,8
42,10,17,12,12,7
45,7,17,8,16,7
44,6,27,7,9,7
43,11,13,11,17,5
45,10,16,5,10,14
41,9,26,10,9,5
46,8,15,9,16,6
42,19,10,7,16,6
42,17,10,8,16,7
47,11,11,8,13,10
43,7,20,10,12,8
44,10,14,12,15,5
41,20,13,9,8,9
46,11,14,11,8,10
36,21,23,8,5,7
38,19,20,8,5,10
38,18,19,6,8,11
34,21,29,5,5,6
42,12,16,10,9,11
40,20,14,10,9,7
41,7,26,7,12,7
46,6,23,6,8,11
40,11,27,0,11,11
40,18,13,6,18,5
37,14,23,9,12,5
42,20,11,6,11,10
47,12,17,13,6,5
40,16,20,11,5,8
41,17,16,8,6,12
37,19,21,5,7,11
44,13,11,7,18,7
41,8,27,5,8,11
35,19,30,6,5,5
40,9,29,5,7,10
40,13,25,0,9,13
47,20,11,11,5,6
45,10,15,6,19,5
37,13,26,7,8,9
41,18,15,11,7,8
43,19,15,0,9,14
45,10,22,12,6,5
39,13,24,10,6,8
42,8,20,10,11,9
36,20,25,0,11,8
38,18,21,6,5,12
39,12,18,8,16,7
40,19,13,9,11,8
44,10,13,7,16,10
45,12,18,13,6,6
42,9,17,11,15,6
43,17,13,11,7,9
43,7,19,9,15,7
46,6,28,5,9,6
44,10,15,6,19,6
38,19,17,9,10,7
46,7,17,8,11,11
42,18,15,10,5,10
38,20,16,8,11,7
43,10,15,12,15,5
39,15,15,9,15,7
38,15,19,5,16,7
44,8,16,10,16,6
47,11,12,10,10,10
44,14,13,9,8,12
40,29,15,0,11,5
46,8,21,10,6,9
40,9,30,6,7,8
41,12,16,9,11,11
35,28,24,0,6,7
47,6,25,7,10,5
36,24,24,0,5,11
46,8,22,8,5,11
41,7,26,6,11,9
45,17,10,12,11,5
43,16,14,12,7,8
37,22,20,6,5,10
43,10,26,0,7,14
42,8,20,5,16,9
38,18,17,9,11,7
46,12,11,9,17,5
40,15,22,0,10,13
39,13,24,11,8,5
36,19,24,9,7,5
41,14,13,9,13,10
37,15,22,6,11,9
42,14,16,9,7,12
39,17,15,9,12,8
39,11,22,5,17,6
41,15,19,11,5,9
42,14,15,7,9,13
40,18,12,9,16,5
40,17,13,7,14,9
47,14,10,9,10,10
42,12,17,9,8,12
45,22,9,8,9,7
46,9,14,11,11,9
42,13,14,8,11,12
47,17,9,7,10,10
38,12,22,9,13,6
41,21,13,10,8,7
40,12,16,10,17,5
41,16,17,7,6,13
44,7,18,7,13,11
46,7,19,7,9,12
45,16,14,13,6,6
36,19,21,8,11,5
39,17,14,8,17,5
43,18,10,9,11,9
42,9,18,11,15,5
46,9,14,7,12,12
39,9,26,7,13,6
39,11,20,7,16,7
46,7,23,8,6,10
39,10,22,7,15,7
35,17,27,6,7,8
42,8,20,8,11,11
38,15,24,10,6,7
46,7,23,10,9,5
44,7,19,5,14,11
39,14,23,7,5,12
41,17,12,6,18,6
45,12,11,11,16,5
39,13,22,8,7,11
47,15,9,10,12,7
47,7,25,6,5,10
39,10,28,7,7,9
44,19,9,6,15,7
39,12,18,9,15,7
37,16,31,0,6,10
39,13,17,9,17,5
45,16,10,5,13,11
44,10,20,6,6,14
43,20,11,11,9,6
45,6,24,8,12,5
40,10,20,10,12,8
40,18,13,10,12,7
42,9,16,9,17,7
42,8,20,9,16,5
37,19,18,6,14,6
44,16,11,5,12,12
40,19,17,11,6,7
37,13,25,5,11,9
39,10,26,9,9,7
40,15,15,5,16,9
41,15,14,5,14,11
39,12,19,10,15,5
42,9,17,8,13,11
45,10,13,11,16,5
40,9,21,7,15,8
39,11,20,7,15,8
41,16,13,12,13,5
44,20,12,12,7,5
43,12,19,0,19,7
39,21,14,5,14,7
47,15,13,7,5,13
38,19,20,7,5,11
45,12,14,5,10,14
42,17,12,8,10,11
42,13,12,10,18,5
42,9,18,10,11,10
43,7,23,10,10,7
42,18,10,10,15,5
40,8,29,6,10,7
41,17,13,5,19,5
42,17,14,8,7,12
45,7,19,10,14,5
45,6,23,7,14,5
41,10,16,9,17,7
44,16,12,6,9,13
43,14,11,12,15,5
43,8,24,10,7,8
42,12,13,10,13,10
41,12,21,7,6,13
41,15,15,12,10,7
43,9,22,9,6,11
44,8,19,6,10,13
47,17,9,5,12,10
45,14,11,5,18,7
37,17,21,9,9,7
42,7,26,8,12,5
42,12,19,9,6,12
46,7,19,10,9,9
41,9,20,6,13,11
45,10,17,13,10,5
45,6,20,8,11,10
47,9,19,12,8,5
44,6,28,6,9,7
45,11,19,13,7,5
42,13,13,9,12,11
43,11,12,10,17,7
37,18,22,6,6,11
45,15,10,6,13,11
41,7,26,6,13,7
39,18,15,9,11,8
43,20,14,0,10,13
40,13,17,8,11,11
40,18,18,0,14,10
41,8,26,9,11,5
46,13,11,7,11,12
43,8,22,11,9,7
45,17,9,6,14,9
41,9,22,6,10,12
38,19,16,8,12,7
41,10,17,8,18,6
43,8,31,0,10,8
46,6,28,5,8,7
41,19,11,8,13,8
43,13,11,8,15,10
45,9,15,5,14,12
40,10,29,8,6,7
47,9,13,9,12,10
41,15,17,7,7,13
35,20,23,7,10,5
40,13,23,0,13,11
36,17,25,6,6,10
42,9,24,7,6,12
45,22,10,6,7,10
37,14,31,5,5,8
36,16,30,7,6,5
42,10,15,9,18,6
45,6,20,7,15,7
43,10,22,10,5,10
44,8,22,6,7,13
47,13,11,5,12,12
39,20,14,7,12,8
39,15,15,9,17,5
39,23,17,0,14,7
40,18,18,12,7,5
36,14,26,5,13,6
46,10,13,6,13,12
39,21,14,6,12,8
39,11,27,6,6,11
38,22,20,10,5,5
42,9,18,8,18,5
41,11,17,5,17,9
45,8,18,6,18,5
41,12,15,6,17,9
46,12,16,11,5,10
44,21,9,6,15,5
46,21,10,9,6,8
44,16,10,7,18,5
42,18,12,10,9,9
47,12,15,6,6,14
42,14,12,8,19,5
42,8,27,7,6,10
44,16,9,10,14,7
38,18,18,10,10,6
43,8,27,0,15,7
42,12,20,6,6,14
34,23,28,0,10,5
46,19,11,12,7,5
41,19,11,10,14,5
45,6,19,8,14,8
41,19,12,6,12,10
41,11,20,6,9,13
46,7,16,7,14,10
36,18,30,0,6,10
42,13,16,9,8,12
44,9,15,10,17,5
44,17,9,10,15,5
37,12,26,6,11,8
41,21,11,8,12,7
46,6,22,8,13,5
45,11,13,5,18,8
39,13,19,5,18,6
47,13,10,7,16,7
37,18,23,10,7,5
41,16,16,12,8,7
46,12,11,10,11,10
43,8,19,9,10,11
41,7,28,5,11,8
43,21,10,7,10,9
40,15,15,5,18,7
45,11,12,6,16,10
41,13,15,5,16,10
45,8,16,6,13,12
44,9,21,7,6,13
41,10,18,11,12,8
41,14,13,8,19,5
41,8,22,8,11,10
41,12,33,0,5,9
39,17,18,5,9,12
39,19,17,7,7,11
43,22,15,0,6,14
44,6,23,6,10,11
43,22,12,11,7,5
39,23,17,0,15,6
42,9,23,11,8,7
39,13,22,9,7,10
38,14,20,5,16,7
44,10,19,10,6,11
39,18,15,5,15,8
42,14,14,12,10,8
45,16,15,13,5,6
39,19,14,6,17,5
40,16,15,9,10,10
39,21,16,10,8,6
42,18,12,12,11,5
38,14,22,10,9,7
47,22,9,8,7,7
47,9,15,8,9,12
41,17,17,0,18,7
41,19,11,7,14,8
42,8,21,10,10,9
45,8,17,11,10,9
46,6,20,8,10,10
46,10,14,5,12,13
47,11,15,12,7,8
40,12,24,0,15,9
47,11,13,5,18,6
39,13,23,8,6,11
40,12,17,6,18,7
41,17,11,9,17,5
46,12,12,5,18,7
43,12,13,7,13,12
47,10,12,8,16,7
40,11,30,0,8,11
40,16,13,7,16,8
38,13,27,9,6,7
40,9,21,9,14,7
38,15,24,6,5,12
37,13,24,8,11,7
39,17,14,8,15,7
37,18,20,7,9,9
46,8,14,9,15,8
38,10,27,6,12,7
39,18,19,8,5,11
46,19,10,10,7,8
45,6,20,9,13,7
41,18,11,7,16,7
46,12,12,12,10,8
44,7,30,5,7,7
39,21,20,0,7,13
46,9,15,6,18,6
41,18,12,5,16,8
40,9,22,6,16,7
38,13,31,7,6,5
42,9,27,5,5,12
38,10,29,5,11,7
45,11,13,11,10,10
40,18,14,8,10,10
40,14,21,9,5,11
43,14,12,7,12,12
46,16,9,9,11,9
47,7,27,7,7,5
42,16,11,7,14,10
44,16,12,13,10,5
46,15,9,7,15,8
42,13,17,5,9,14
40,11,17,10,16,6
41,12,20,7,7,13
43,10,15,8,12,12
46,18,10,11,8,7
42,7,24,6,10,11
36,20,23,6,5,10
44,8,16,10,12,10
46,11,13,6,11,13
45,9,14,6,16,10
37,15,24,8,7,9
42,7,26,5,9,11
39,24,17,0,11,9
44,8,23,11,8,6
43,7,20,6,13,11
41,7,25,6,13,8
40,20,12,7,14,7
40,8,25,6,12,9
38,14,22,5,10,11
45,10,12,8,16,9
34,19,28,5,7,7
40,14,16,5,15,10
40,19,17,7,5,12
39,12,18,9,16,6
38,14,29,0,8,11
41,12,17,5,13,12
41,17,12,7,13,10
40,14,20,8,6,12
45,10,13,10,17,5
41,8,24,8,9,10
43,6,26,5,10,10
46,9,14,10,16,5
45,7,21,7,8,12
44,16,16,13,5,6
42,11,21,11,6,9
41,11,19,8,9,12
41,8,28,8,8,7
44,21,9,6,12,8
46,12,17,13,6,6
37,20,21,9,6,7
43,9,17,12,12,7
38,12,26,8,7,9
41,12,15,7,19,6
43,8,25,9,6,9
44,7,18,6,15,10
41,14,13,7,15,10
47,11,12,8,17,5
41,10,21,11,9,8
39,18,20,0,13,10
47,11,13,6,10,13
43,10,15,12,12,8
39,13,20,11,11,6
46,7,18,9,15,5
42,20,14,0,14,10
37,15,21,6,14,7
40,9,27,9,9,6
46,11,14,5,19,5
43,11,21,6,5,14
39,12,24,6,7,12
39,12,23,5,9,12
45,9,13,9,14,10
41,11,15,9,18,6
46,17,10,9,8,10
45,16,11,9,8,11
44,8,27,9,6,6
43,7,27,5,7,11
44,9,15,12,13,7
41,22,13,8,7,9
45,16,9,7,16,7
44,13,18,5,5,15
40,12,25,10,5,8
39,14,17,6,18,6
41,19,16,0,13,11
41,17,11,8,17,6
44,8,15,10,14,9
45,15,9,10,15,6
36,21,20,7,10,6
34,21,28,6,6,5
42,8,19,10,15,6
40,10,20,10,15,5
42,7,21,7,15,8
44,13,12,6,19,6
42,13,14,5,19,7
44,8,24,5,6,13
44,6,25,5,9,11
42,21,16,0,7,14
35,23,25,0,11,6
40,11,17,8,15,9
38,16,17,9,14,6
45,18,13,12,5,7
44,8,17,5,15,11
40,13,15,7,17,8
39,16,16,5,17,7
35,18,28,6,5,8
43,12,15,5,20,5
44,16,9,10,15,6
44,16,11,10,9,10
41,8,22,9,11,9
41,14,14,6,14,11
42,20,11,10,10,7
40,22,16,5,5,12
40,14,16,6,13,11
40,16,14,8,12,10
36,18,25,9,7,5
44,10,15,9,10,12
37,12,31,5,9,6
37,15,28,0,13,7
43,10,27,10,5,5
43,15,15,6,7,14
38,13,22,7,10,10
46,15,10,5,17,7
39,10,26,7,8,10
42,7,25,9,10,7
42,13,15,13,12,5
41,15,12,11,14,7
44,15,14,11,6,10
46,7,23,10,8,6
42,18,15,0,14,11
37,22,19,8,7,7
38,13,20,9,14,6
45,9,16,7,10,13
38,11,24,6,15,6
41,14,15,11,10,9
35,25,24,0,10,6
42,20,10,7,16,5
40,9,23,5,16,7
38,16,17,7,15,7
41,9,22,5,11,12
40,10,19,10,14,7
43,8,20,9,9,11
45,13,17,5,5,15
45,6,23,9,11,6
47,21,10,5,6,11
39,12,21,6,11,11
34,18,28,5,10,5
40,13,20,5,9,13
41,10,17,11,15,6
41,22,11,6,15,5
46,6,25,8,9,6
43,10,17,9,9,12
43,6,25,6,10,10
46,17,12,9,5,11
45,14,13,5,9,14
40,25,17,0,6,12
38,12,24,7,9,10
46,6,19,9,12,8
47,7,16,7,15,8
40,9,22,7,12,10
39,20,17,8,6,10
39,14,16,10,15,6
40,16,18,6,7,13
42,12,13,12,15,6
42,8,26,5,7,12
38,22,15,7,13,5
40,11,19,5,16,9
44,7,24,10,9,6
44,9,30,7,5,5
45,8,23,11,8,5
37,12,26,6,14,5
45,19,12,12,6,6
46,11,16,8,6,13
42,11,14,11,17,5
45,16,13,12,6,8
40,11,26,0,15,8
47,9,14,7,11,12
40,16,19,9,5,11
40,15,13,10,15,7
43,6,24,6,14,7
46,18,9,5,12,10
46,11,11,9,13,10
47,20,10,11,7,5
41,12,25,11,5,6
38,19,18,7,8,10
40,19,13,5,17,6
41,9,21,10,10,9
41,17,11,10,16,5
45,7,21,5,17,5
42,8,19,7,17,7
40,11,27,9,5,8
44,19,12,7,6,12
40,15,13,9,15,8
40,18,12,8,15,7
45,13,18,13,5,6
46,18,9,7,10,10
40,11,22,11,9,7
46,13,11,7,18,5
38,16,20,6,9,11
47,8,19,6,7,13
43,11,12,11,16,7
38,18,16,7,14,7
41,8,23,9,10,9
38,16,22,6,6,12
38,20,16,5,14,7
47,16,12,12,6,7
46,17,9,5,14,9
41,20,13,8,8,10
39,9,25,7,13,7
39,21,18,0,13,9
44,13,15,13,8,7
38,13,29,0,11,9
47,8,15,5,15,10
44,6,22,9,12,7
35,20,29,0,7,9
40,13,15,11,15,6
44,6,27,7,10,6
42,15,17,9,5,12
43,11,34,0,7,5
40,15,15,10,11,9
46,13,10,9,12,10
40,15,13,8,17,7
46,7,17,5,15,10
36,21,24,0,12,7
42,18,13,7,8,12
40,15,21,11,5,8
35,29,24,0,6,6
40,19,13,5,15,8
45,16,14,6,5,14
